Section Name,Question Text,Response,Brand
Condition of Shipments,What three product types tend to have the most damages to the product?,body panels and headlamps,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealerships,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Way too many wrong parts in right bags. Left in Right. Rear in Front etc. A bolt in a bag that was supposed to be a bulb. Under-picks recently have been remote batteries.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumpers. Wheels. Anything plastic (Heater boxes, trim panels etc..)",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Wheels. Collision Parts. Wiper blades.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Plastic parts wrapped in plastic,H
Condition of Shipments,What three product types tend to have the most damages to the product?,connectors on generators,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",No parts because the ups truck left before the warehouse parts arrived and they sit on the dock for the next day.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"steering gears, axles, brake pads",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Evaporator, radiators, blower motors",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","over-picks, parts from other dealerships, package wrong.",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Bumper Covers,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Bumper Covers,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts from different store....or just flat out shorted or misrouted shipments....these could be carrier or warehouse,H
Condition of Shipments,What three product types tend to have the most damages to the product?,glass...bumpers.....misc sheet metal...,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"windshields of course...bumpers are still a problem.....misc items that probably arrived from vendor in multipart containers and were crushed.....moldings, blower motors ect ect",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","mispicks,  don't receive our parts when scheduled, receive parts for different dealerships",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"hoods, deck lids, bumper covers",H
Condition of Shipments,What three product types tend to have the most damages to the product?,hoods deck lids bumper covers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, bumper covers",H
Condition of Shipments,What three product types tend to have the most damages to the product?,Bumper covers,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","Receive parts for other dealers, shortages",H
Condition of Shipments,What three product types tend to have the most damages to the product?,plastic components,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks and parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,sheet metal plastic body/collision parts plastic small parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Compressor,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Absorber, Bumper, plastic trim",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Shortage and receiving parts for a different dealership,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",quantity and wrong numbers,H
Condition of Shipments,What three product types tend to have the most damages to the product?,damaged sheet metal or other various parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"crushed boxes,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","Receive parts for another dealership, address labels put on the wrong parts at the PDC",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper cvrs, moldings, cowls",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"door modules, cowls, moldings",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ALL WEATHER MATS, HEAVY OBJECTS (STARTER/ALTERNATOR ETC)",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"WINDSHIELD, ALL WEATHER MATS, HEAVY OBJECTS (STARTER/ALTERNATOR ETC)",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICK,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Sheet Metal Bumper covers Glass,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Underpicks and parts being shipped to other dealers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Grilles Alternators Engines,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Large boxes with few parts inside,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receiving parts for other dealers,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"windshields, bumper covers, sheet metal",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Any part boxed with tabs or protrusions that are in a box too big for the part and unprotected.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for different dealership.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Bumper covers. Belt moldings. Trim plastic inside.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Window regulators. Wiper blades. Brake pads.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,body moulding in plastic bags,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks and receiving other dealer parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"any large boxed items such as headliners, and body panels",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"exterior moldings, windshields, bumpers",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under-picks,H
